#,tractate,fromLine,fromWordIndex,fromWord,toLine,toWordIndex,toWord,composition,compositionLocation,excerpt,comments,year,כרטיס בכרטסת,כרטיס בסריקה
30562,yevamot,1016,1,נשתטה,1019,*,0,"תוספות רבינו שמואל ב""ר יצחק - קידושין",קיז-ח [מג: בגמ'],"ועוד דבירושלמי בהדיא קורא אותה שיש לה אב יכולה לשמור את גיטה ... וזה לשון הירושלמי פ' חרש נשתטית לא יוציא, דבי ר' ינאי אמרין מפני גרירא. פי' שנגררת אחר כל אדם שנוהגים בה מנהג הפקר. ר' זעירא ור' מונא תרויהון אמרי שאינה יכולה לשמור את גיטה. ר' נחמיה בשם רב יוסף אמר תלת. פי' תלת מילי איכא בינייהו, עבר וגירש, מאן דמר מפני גרירא אסור, מאן דמר כשאינה יכולה לשמור את גיטה, יש לה אב ויכולה לשמור את גיטה. פעמים שוטה פעמים חלומה, מאן דמר מפני גרירא אסור, מאן דמר שאינה יכולה לשמור את גיטה יש לה עיתים ויכולה לשמור את גיטה. ויש טעות בירושלמי *[דלא חשיב]* אלא תרי מילי, וכן צריך להיות עבר וגירש מאן דמר מפני גרירא מותר, פי' כיו דמדרבנן הוא שלא ינהגו בה מנהג הפקר אם עבר וגירש הוי גט, מאן דמר שאינה יכולה לשמור גיטה אסור דמדאורייתא לא הוי גט, יש לה אב ויכולה לשמור את גיטה, פי' הא נמי א""ב דמ""ד מפני גרירא אסור דאין האב יכול לשומרה מהפקר, ולמ""ד שא""י לשמור את גיטה יכול האב לשמור גיטה כשהיא נערה או קטנה. וקשה דאכתי א""ב יודעת לשמור גיטה ואינה יודעת לשמור אצ\ת עצמה ... ואני הקטן שמואל ב""ר יצחק נ""ל דגי' הירושלמי אמת ואין בה טעות, וכלהו תלת דא""ב, היינו דעבר וגירש, דלכתחלה כ""ע אית להו טעמא דמנהג הפקר, ולא פליגי אלא בדיעבד, דלמ""ד מפני גרירא אסור אפי' בדיעבד וחייב להחזירה, ולמ""ד שאינה יכולה לשמור גיטה היכא דיכולה לשמור גיטה, כגון שיש לה אב, או שיודעה לשמור את גיטה, אע""ג דלכתחלה אסור משום מנהג הפקר, אם עבר ודירש הוי גט. והא דקאמר יש לה ויכולה לשמור גיטה תרי מילי ננהו, מדלא קאמר ויכול אלא ויכולה דהיינו שיודעת לשמור גיטה ולא עצמה. וכן פעמים שוטה פעמים חלומה, למ""ד מפני גרירא אסור אפי' בדיעבד. ולמ""ד שא""י לשמור גיטה, כיון שיש לה עיתים שיכולה לשמור גיטה כההיא חלומה, אע""ג דלכתחילה אסור שלא ינהגו בה מנהג הפקר, כשהיא שוטה, מ""מ הוי גט בדיעבד.","*כ""ה בנדפס",?1300?,27,291051-3_107-9
10928,yevamot,1016,1,נשתטה,1019,22,לשמר,"תוספות הרא""ש","יבמות קכב ע""א ד""ה יצאה זו שאין לה יד [קיג ע""ב]","[וכן משמע בירושלמי דפירקין דגרסינן] נשטית לא יוציא, דבי רבי ינאי אמרין מפני גרירה רבי חנינא ורבי אילא תרוייהו אמרין שאינה יכולה לשמור את גיטה, רבי נחמיה בר עוקבא בשם רבי יוסי אמר תלת עבר וגירש מאן דאמר מפני גרירה מותר* ומ""ד מפני שאינה יכולה לשמור את גיטה אסור, יש לה אב** מ""ד מפני גרירה אסור מ""ד מפני שאינה יכולה לשמור את גיטה יש לה אב יכולה לשמור את גיטה, פעמים שוטה ופעמים חלומה מ""ד מפני גרירה אסור מ""ד מפני שאינה יכולה לשמור את גיטה יש לה עתים ויכולה היא לשמור",*לפנינו 'גירש' **לפנינו 'יש לה בן ואב ואם',1300,59,722
12610,yevamot,1016,1,נשתטה,1019,9,אסור.,"תוספות הרא""ש","קידושין מז ע""ב ד""ה נערה המאורסה [מג ע""ב]","[והכי איתא נמי בירושלמי דכשיש לה אב קרינא היה יכולה לשמור גיטה דגרסי' בירושלמי פ' חרש] נשטית היא לא יוציא דברי ר' ינאי אמרי משום גרירה (להלן פי' הדברים) ר' חנינא ור' אילא תרוייהו אמרי שאינה יכולה לשמור גיטה ור' נחמיה משמיה דר' יוסי אמר תלת [פי' תלת מילי איכא בינייהו] עבר וגירש מ""ד מפני גרירה *אסור ומ""ד מפני שאינה יכולה לשמור את גיטה** יש לה אב ויכולה לשמור גיטה** פעמים שוטה פעמים חלומה מ""ד מפני גרירה אסור ומ""ד מפני שאינה יכולה לשמור את גיטה יש לה עיתים ויכולה לשמור את גיטה [ונראה שחסר בירושלמי דהא קאמר דרב יוסי אמר תלת ולא חשיב אלא תרי מילי, וכך יש להיות עבר וגירש מ""ד מפני גרירה מותר (להלן פי') ומ""ד מפני שאינה יכולה לשמור את גיטה אסור (להלן פי') ועוד איכא בינייהו יש לה אב מ""ד משום גרירא אסור שאין האב יכול לשומרה מהפקר ומ""ד שאינה יכולה לשמור גיטה יש לה אב יכולה לשמור את גיטה וכגון שהיא קטנה או נערה וכן מצאתי בירושלמי בארץ הזאת] עבר וגירש מ""ד מפני גרירה מותר מ""ד מפני שאינה יכולה לשמור גיטה אסור, יש לה *** מ""ד ממפני גרירה אסור מ""ד וכו'",*לפנינו גירש. ** לפנינו 'אסור' במקום 'יש לה אב ויכולה לשמור גיטה' ***לפינו 'בן ואב ואח',1300,,
34093,yevamot,1016,*,,1019,*,0,תוספות - קידושין,"מג ע""ב ד""ה וכל","ור""מ [ס""א: ור""ת] פי' דקטנה מתגרשת ע""י אביה ומביא ראיה מירושלמי דקאמר התם מה טעם שוטה אינה מתגרשת פליגי בה אמוראי חד אמר משום גרירה פירוש שלא יהו נמשכים אחריה להפקירה וחד אמר משום שאינה יכולה לשמור את גיטה פי' שחוזרת ובעי מאי בינייהו איכא בינייהו תלת מילי עבר וגירש יש לה אב ויכול לשמור גיטה עתים שוטה ועתים חלומה ופר""ת עבר וגירש למ""ד משום גרירה מגורשת דכיון דלא הוי האי איסורא דנגררת אלא מדרבנן שרי בדיעבד למ""ד משום משלחה וחוזרת אינה מגורשת דכיון דהוי האי איסורא דאורייתא אסור אפי' בדיעבד יש לה אב ויכול לשמור גיטה למ""ד משום גרירה אסור לגרשה לכתחילה ולמ""ד משום דמשלחה וחוזרת אפי' לכתחילה מתגרשת דזו אינה חוזרת לפי שאביה משמרה שלא תחזור עתים שוטה ועתים חלומה למ""ד משום גרירה אסור לגרשה לכתחילה דילמא ינהגו בה מנהג הפקר למ""ד משום דמשלחה וחוזרת זו אינה חוזרת כשמגרשה כשהיא חלומה ויכול לגרשה כשהיא חכמה א""כ משמע מתוך הירושלמי דקטנה כשיש לה אב יכולה להתגרש כדפרישית יש לה אב לשמור את גיטה למ""ד משום דמשלחה וחוזרת מתגרשת דזו אינה חוזרת שאביה משמרה שאינה חוזרת אע""ג דקאמר התם משום גרירה אסור ה""מ בגדולה והיא שוטה לפי שיש לה תאוה ובני אדם להוטים אחריה דנהי נמי שאינה חוזרת מ""מ איכא למיחש משום גרירה אבל בקטנה דלאו בת תאוה ליכא למיחש כלל ומתגרשת:",,1200,30,310958-0_859-61
,yevamot,1016,*,,1019,*,0,שיטה לא נודע למי - מס' קידושין,"קידושין דף מג עמוד ב ד""ה וכל שאינה","והא דירושלמי דמשמע מיניה דהיכא דאית לה אב אעפ""י שאינה יכולה לשמור את גיטה מתגרשת ע""י אביה, פליג אגמרא דיבמות פרק חרש, דהתם אמר ר' יצחק דבר תורה שוטה מתגרשת בקדושי אביה, ואמרינן התם היכי דמי אילימא בשאין יכולה לשמור את גיטה, והא תניא דבי ר' ישמעאל ושלחה מביתו, מי שמשלחה ואינה חוזרת יצתה זו שמשלחה וחוזרת, ותנא דבי ר' ינאי ונתן בידה, מי שיש לה יד לגרש את עצמה כו', ומוקים לה בשיכולה לשמור את גיטה, ואינה יכולה לשמור את עצמה, וכדי שלא ינהגו בה מנהג הפקר אמרו חכמים שלא תתגרש, ומדלא אוקימנא לה בשיש לה אב ובנערה אעפ""י שאינה יכולה לשמור את גיטה מתגרשת ע""י אביה, שמע מינה דכשאינה יכולה לשמור את גיטה אפילו ע""י אביה אינה מתגרשת, וצ""ע.",,?,,
31711,yevamot,1016,1,נשתטה,1019,4,חלומה.,שיטה לא נודע למי - מס' קידושין,קא,"... מן הירושלמי דגרסי' התם נשטית לא יוציא מה טעם ר' ינאי אמר אימ' משום גרירא [פי' משום הפקר] רבי יצחק אמר לפי שאינה יכולה לשמור את גטה ואיכא ביניהו תלת מילי כגון שעבר וגרשה א""נ שיש לה אב א""נ פעמים חלומה פעמים שוטה.",,?,24,1070_00270690
26164,yevamot,1016,1,נשתטה,1018,25,גיטה.,פסקי מרדכי,"גיטין פ""ו סי' קמב, 114","ועוד הביא ראייה מפ' חרש בירושלמ', נשטית לא יוציא דבי ר' ינאי אמרי מפני גרירה, [פי' שנגררת אחר כל אדם ונוהגין בה מנהג הפקר,] ור' זעירא ור' זריקא תרויהו אמרין שאינה יכולה לשמור גיטה, ור' נחמיה בשם ר' יוסף אמ' תלת מילי איכא בינייהו עבר וגירש מ""ד מפני גרירה מותר ומ""ד שאינ' יכולה לשמור את גיטה אסור, ועוד פעמי' שוטה ופעמ' חלומה ומ""ד מפני גרירא אסור' [דבשעת שטות נגררת לזנות] ומ""ד שאינה יכולה *[לשמור]* את גיטה יש לה עתים שיכולה לשמר גיטה. ונר' דחסר מן הירושלמי תרי מילי ויש להיות כך, עבר וגירש מ""ד מפני גרירא מותר, ... ומ""ד שאינה יכולה לשמר גיטה אסור ... ועוד איכ' בינייהו יש לה אב מ""ד מפני גרירא אסור ..., מ""ד שאינה יכולה לשמור גיטה מותר, כיון שהיא קטנה או נערה אביה משמר גיטה.","*הסוגרים בנדפס [ר' ש""נ בספר] באמצע יש פי' לירושלמי",1275,19א'-ב',220887_407
26163,yevamot,1016,*,,1019,*,0,פסקי מרדכי,"גיטין פ""ו, סי' קמא, 101","[... אבל אם יש לה ועדיין ארוסה היא, או קטנה ביותר, יכולה להתגרש ע""י אביה לפר""ת, כדמשמ' פ' חרש] ובירושלמ' כמ' שאפרש לאלתר בע""ה","ר' להלן בסימן הבא, כרטיס 19 [ר' ש""נ בספר]",1275,18,220885_405
31328,yevamot,1016,4,דבית,1019,24,גיטה.,"חי' הרשב""א - יבמות","קיג ע""ב, עמ' תרא, ד""ה: ותנא דבי ר' ישמעאל","[ מדגרסינן הכא בירושלמי] דבי ר' ינאי אמרי מפני גרירא פי' שנגררת אחר בנ""א לזנות ר' זירא ור' אילא תרוייהון אמרין שאינה יכולה לשמור את גיטה ר' נחמי' בר מר עוקבא בשם ר' יסא איכא בינייהו תלת מלין עבר וגרש מאן דמר מפני גרירא גרש ומאן דמר מפני שאינה יכולה לשמור את גיטה לא גרש, יש לה אב מאן דמר מפני גרירא אסור ומאן דמר מפני שאינה יכולה לשמור את גיטה יש לה אב יכולה לשמור את גיטה, פעמים שוטה פעמים חלומה מאן דמר מפני גרירא אסור מאן דמר שאינה יכולה לשמור את גיטה יש לה עתים ויכולה לשמור את גיטה",,1275,78,525_00271291
17402,yevamot,1016,4,דבית,1019,24,גיטה.,בית הבחירה,"יבמות, עמ' 435-434","והביאוה ממה שאמרו בתלמוד המערב דבי ר' ינאי אמרי משום גרירא ר""ל שנגררת אחר בני אדם לזנות ר' זעירא ור' אילא אמרין משום שאינה יכולה לשמור גיטה ואיכא ביניהו תלת מילין עבר וגירש מאן דמר מפני גרירא גירש מאן דמר שאינה יכולה לשמור גיטה לא גירש יש לה אב מאן דמר מפני גרירא אסור ר""ל לכתחלה מאן דמר שאינה יכולה לשמור גיטה יש לה אב יכולה לשמור את גיטה פעמים שוטה פעמים חלומה מאן דמר מפני גרירא אסור ר""ל לכתחלה מאן דמר שאינה יכולה לשמור גיטה יש לה עתים ויכולה לשמור גיטה אלמא כל שיש לה אב מתגרשת בין למאן דמייתי לה מונתן בידה בין למאן דמייתי לה מושלחה והילכך קטנה שאין בה אלא משום שמירת גיטה מתגרשת על ידי האב לדברי הכל ושוטה לדברי ר' ינאי ור' ישמעאל דסוגיין אף היא מתגרשת על ידי האב דהא לא משום גרירא אתו עלה אלא משום יד הא לר' ינאי דירושלמי דאתי עלה משום גרירא אסור אלא דבדיעבד גירש ומכל מקום אם אין לה אב וגירש על ידי האח מעשה בא לידינו ופסלנוהו ואע""פ שבקצת גמרות ירושלמיות נמצא יש לה בן ואח ואב משום גרירא אסור משום שאינה יכולה הרי יכולה כו' כבר טרחנו ועמדנו על סוגיות מדוייקות שבו ולא מצאנו שם אח אלא יש לה אב ובן ואף הבן תמהנו עליו מה ענין בן לשמירת גט אמו או להיות ידו יד לאמו אלא שחזרנו ובדקנו שכשחזר ואמר מאן דמר שאינה יכולה לשמור את גיטה הוא אומר יש לה אב יכולה לשמור את גיטה ולא הזכיר בה בן ואח ומתוך כך הסכמנו עם גדולי הדור שלא הוזכר שם בן אלא למאן דמר משום גרירא שאע""פ שהבן קפיד הרבה בפגם אמו וטורח לשמרה אסור אבל לענין יד דוקא באב ואף בזו אני חוכך וסבור שאינה מתגרשת אף על ידי האב כסתם תלמוד שלנו שלא דרש ר' ינאי אלא מי שיש לה יד לגרש את עצמה וזו אין לה יד ואביה אין לו עליה כלום אחר שהיא גדולה וכן מאחר שהיא שוטה אי אפשר לו למנעה בדברים שלא לחזור ואלו כן לא נשמטו בתלמוד שלנו שלא להזכירה ודברי כן תלמוד המערב אי אפשר להעמידם לענין פסק או שמא בשוטה שהיא קטנה נאמרה דאלו למאן דאמר משום גרירא אף בקטנה ואף במקום אב אסור וזהו שהזכירו אב ובן ואח לגרירא ולא הזכירו אלא אב בשמירת גט וכן נראה לי עיקר וברור",,1375,80,884_210591
26882,yevamot,1016,1,נשתטה,1019,4,חלומה.,"על הרי""ף גיטין","פ""ו ל ע""ב","וכל שאינה יכולה לשמור את גיטה אינה יכולה להתגרש פירש""י ז""ל אפילו ע""י אביה משום דהכי היא כשוטה דמשלחה וחוזרת ... אבל ר""ת ז""ל כתב דמתגרשת ע""י אביה.. והיינו טעמא משום דכיון שיש לה אב אביה משמרה ואינה חוזרת... והכי מוכח בירושלמי בפרק חרש דגרסינן התם גבי הא דתנן נשטית לא יוציא עולמית דבי ר' ינאי אמרו משום גרירה כלומר שיגררים אחריה בני אדם לזנות רבי זעירא ורבי אילא תרויהון אמרי מפני שאינה יכולה לשמור את גיטה רבי נחמיה בר מר עוקבא בשם רבי יוסי אמר תלתי. פי' איכא בינייהו ג' דברים עבר וגירש מאן דמר מפני גרירה גירש מאן דמר שאינה יכולה לשמור את גיטה לא גירש יש לה אב מאן דמר מפני גרירה אסור מאן דמר מפני שאינה יכולה לשמור את גיטה הרי יש לה אב ויכול לשמור את גיטה עתים שוטה ועתים חלומה וכו'הא משמע דלמאן דאמר שאינה יכולה... מתגרשת ע""י אביה.","ועיין בר""ן קידושין פ""ב יח ע""א שהביא ירושלמי זה. ועיין בתוס' גיטין לד ע""ב ובקידושין מג ע""ב",?,38,395_00260195
,yevamot,1017,10,תלתא.,1018,25,גיטה.,האגודה,יבמות פרק יד סימן קכד,ועוד הביא ראייה מירושלמי דקאמר תלת מילי איכא בינייהו עבר וגירש מאן דאמר מפני גרירה מותר. מאן דאמר לפי שאינה יכולה לשמור את גטה אסור. יש לה אב פעמים שוטה פעמים חלומה מאן דאמ' מפני גרירה אסור שאין אב יכול לשומרה מפני ההפקר וכן פעמים שהיא שוטה אינה נזהרת מן ההפקר. אבל למאן דאמר אינה יכולה לשמור את גיטה יש לה אב יכול לשמור את גיטה,,#N/A,,
,yevamot,1032,1,עד,1036,18,עצמה.,זכרון יהודה ,"סימן צב ד""ה אדון לפני","ירושלמא עד א' מהו שיהא נאמן נשמעינה מן הדא חד בר נש אתא ביומוי דר' אמרינן הן ההוא פלן אמר לון מית אמרי לי' הן ההוא פלן אמר לון מית א""ל וכולן מתים אמר לון אילו הוו בחיין לא הוו מתיין ר' חנינא בשום ר' חנינא מעשה בא לפני רב [ואמר] מאן דנשאת נשאת ומאן דלא נשאת לא תנשא אמר ר' איבו בר נגרא בשעת מלחמה היתה הדא אמרה שעד א' נאמן במלחמה דגרסינן שעד א' אין נאמן במלחמה א""נ נאמר דברישא היתה מלחמה בצפון ובאת מן הדרום והיא אמרה מן הצפון סבורה להתיר עצמה פי' אומרת מן הצפון באתי שנאמין לה ודאי רגלים לדבר שנהרג היא אומרת על מיטתו מת ואינו אלא במלחמה סבורה להתיר עצמה פי' משנה בדבורה כדי שלא יאריכו אמרה בדדמי וכמדומה דבעי למימר בכל ענין שנודע לנו שבאת ממקום שלום ואילו היתה אומרת הדברים כהוייתן היתה נאמנת עכשיו שאומרת שממקום שלום באת אינה נאמנת דאמרינן מדהא ליתא הא נמי ליתא כך עונשו של בדאי וכ""ש כשאומרת על מטתו מת ונודע לנו שבמלחמה הלך ולא חזר דאינה נאמנת",,1150,,
,yevamot,1032,11,חד,1032,*,0,"מהר""ם חלאווה","שו""ת סימן כה ד""ה תשובה אין","וכדאיתא בירושל' חד בר נש אתא בימי ר' אמרין ליה ההוא פלו' וכו', אפי' הכי זה אינו נאמן",,#N/A,,
32513,yevamot,1032,11,חד,1033,18,נישאת.,"שו""ת תשב""ץ ח""א","סי' פ דף מ' ע""ב","ומצאתי ירושלמי אפשר שהוא ראיה לזה הביאוהו המפרשים ז""ל ללמוד ממנו שעד א' נאמן במלחמה והכי גרסינן התם חד בר נש אתא ביומוי דרבי אמרין ליה ההו' פלן אמר לון מית ההוא פלן אמר לון מית אמרין ליה וכלהון מייתין אמר לון ואילו הוו בחיי' לא הוו מייתו ר' ירמיה בשם ר' חנינא מעשה בא לפני רבי ואמר מאן דנשאת נשאת מאן דלא נשאת לא תנשא ע""כ וענין זה הירושלמי הוא שאותו אדם יצא עם סיעה של בני אדם ובשעת מלחמה היה כדמוכח התם וחזר לבדו והתחילו לבדקו אח' לא' היכן הן והוא היה משיב על כל א' מת ואמרו לו על הנשארי' וכי כלן מתים הם והוא לא השיב בפשיטות מתים הן אלא אמר ואם היו חיים לא היו באים ואמר רבי שאין מוציאין הנשים הנשואות אע""פ שנראה דבדדמי הוא מעיד ומ""ה לכתחלה לא מנסבינן להו והרי אנו יודעין בזה הנדון מעצמנו מה שידע ר' מעדות אותו עד שאמר ואלו הוו בחיין לא הוו מייתו גם כן אנו אומרים זה ...",,1400,40-41,300861-2_169/41
,yevamot,1032,*,,1033,*,0,הגהות מיימוניות,הלכות גירושין פרק יג הלכה ב אות [א],"ור' אב""ן פסק לחומרא בעד אחד במלחמה דספיקא דאורייתא הוא. ונראה לראבי""ה דאם נשאת לא תצא מדמדמי ליה תלמודא למים שאין להם סוף ועוד ראיה מירושלמי",,1250,,
36309,yevamot,1032,1,עד,1033,32,מלחמה.,"שו""ת הרשב""א ח""ב","סי' לב דף ט ע""א","... ובודאי הכי נמי משמע בירושלמי דגרסינן התם עד אחד מהו שיהא נאמן בשעת מלחמה נשמעיניה מן הדא חד בר נש אתא ביומוי דר' אמר ליה ההוא פלן אמר ליה מית וההוא פלן א""ל מית א""ל וכלהון מיתון א""ל: אילו הוון בחיין לא הוו מתיין ר' ירמיה בשם רבי חנניה מעשה בא לפני רבי ואמר מאן דנשאת נשאת מאן דלא נשאת לא תנשא א""ר איבו בר נגרי בשעת מלחמה הות הדא היא אמרה שעד אחד נאמן בשעת מלחמה ע""כ בירושלמי ומכאן דעד אחד נאמן במלחמה ואפילו אמר מת סתם ומאי דקאמר מאן דלא נשאת לא תנשא היינו משום דקאמר אילו הוו בחיין לא הוו מתיין חשב ר' דשמא בדדמי קאמר ומיהו מאן דנשאת אמר דלא תצא דתלו להקל דודאי מת.",,1275,5,280971_927
18775,yevamot,1032,1,עד,1033,32,מלחמה.,"אור זרוע ח""א","ה' עגונה. (תרצ""ג)   צז ד","... בירושלמי עד אחד במלחמה מהו שיהא נאמן נשמעינה מן הדין חד בר נש אתא ביומא דרבי אמר [הן] ההוא פלן אמר לון מית [הן] ההוא פלן א""ל מית א""ל וכולהו מתים א""ל אילו הוויין בחיים לא הוו מתים פי' וכי לא היו באים. תרגום לבוא למיתי. ר' [ירמיה] בשם ר' חנינא מעשה בא לפני ר' ואמר מאן דניסת ניסת ומאן דלא ניסת לא תנשא א""ר אייבו בר נגרי בשעת מלחמה היתה הדה אמרה שעד אחד נאמן בשעת מלחמה ולא תנשא לכתחילה והיא היא.",,1215,37,161037_537
32743,yevamot,1032,1,עד,1033,32,מלחמה.,"שו""ת תשב""ץ ח""ג","סי' עא דף כ' ע""ב","...  ובעד אחד במלחמה נראה דלא בעינן מת וקברתיו מדגרסינן בירושל' עד א' מהו שיהיה נאמן בשעת מלחמה ושמעי' מן הדא חד בר נש אתא ביומיה דר' אמרין ליה ההוא פלן אמר לון מת ההוא פלן אמר לון מת ההו' פלן מת אמרין ליה וכולהון מיתין אמר לון ואלו הוו בחיין לא הוו מתו רבי ירמיה בשם רבי חנינא מעשה בא לפני רבי ואמר מאן דנשאת נשאת ומאן דלא נשאת לא תנשא א""ר איבו בן יגרי בשעת מלחמה היתה הדא היא אמרה עד א' נאמן בשעת מלחמה ע""כ בירושל' ומכאן שעד אחד נאמן בשעת מלחמה אפילו אמר מת סתם והוא הדין לעכו""ם מסיח לפי תומו ומשיאין את אשתו לכתחלה והא דאמרינן בירושל' מאן דלא נשאה לא תנשא היינו משום דקאמר אלו הוו בחיין לא הוו מיתי לפי' חשש ר' שמא בדדמי קאמר ומיהו למאן דנשאת אמר לא תצא שתלו שודאי מת הא אלו אמר ודאי מת נאמן היה להשיאה לכתחלה",,1400,36-37,301079-80_351-2
,yevamot,1032,*,,1033,*,0,"שו""ת הרשב""ש","סימן רסד ד""ה ואני תמה","דדברי הריא""ף ז""ל הם כשבאו שני עדים מן המערכה ואמרו פלוני מת במלחמה דלא מהימנינן להו עד דאמרי וקברתיו, וחלקו עליו מהירושלמי שכתבתי דכל תרי סהדי ליכא לספוקינהו למימר בדדמי",,1450,,
29096,yevamot,1032,1,עד,1033,32,מלחמה.,"שו""ת הרשב""ש","סי' רסד דף מז ע""ד","...  אבל הרמב""ן והרשב""א סוברים שאפילו במלחמה לא בעינן וקברתיו אלא כשאמרה אשתו מת אבל בעדים אפילו בעד אחד לא בעינן וקברתיו וכן הוכיחו מהירושלמי דאמרי' התם עד אחד מהו שיהא נאמן בשעת מלחמה ושמעינה מן הדא חד בר נש אתא ביומיה דר' אמרי ליה ההוא פלן אמר לון מית יהודה(!) פלן אמר לון מית ההוא פלן אמר לון מית אמרון ליה וכלהון מייתין אמר לו ואלו הוו בחיין הוו אתו א""ר ירמיה בר' חנינא מעשה בא לפני רבי ואמר מאן דנשאת נשאת מאן דלא נשאת לא תנשא. אמר ר' אבו בר נגרי בשעת מלחמה היתה הדא היא דאמרה עד אחד נאמן בשעת מלחמה ע""כ בירושלמי:",,1450,51,290427_377
4766,yevamot,1032,*,,1033,*,0,נימוקי יוסף - יבמות,"פט""ו מ""ג ע""א","וכן נראה מלשון הרמב""ם ... ומדבריו ז""ל שכתב במים שאין להם סוף או שטבע בים הגדול נראה דטעמא דעד אחד משום דאמר בדדמי כדברי הריא""ף ז""ל אבל מן המפרשים ז""ל הוכיחו מן הירוש' דע""א נאמן במלחמה אפילו אמר מת סתם.",לעיין במלחמות כאן.,1450,,
13649,yevamot,1032,1,עד,1033,32,מלחמה.,"חידושי הרמב""ן - יבמות","עמוד שעד [קטו ע""ג]","וירושלמי איתי ליה סברא אחריתי, דגרסינן התם, עד אחד מהו שיהא נאמן בשעת מלחמה נשמעינה מן הדה חד ברנש אתא ביומי דר' אמרין ליה ההוא פלן אמר לון מית ההוא פלן ואמרין ליה וכולהון מייתי אמר לון ואי הוו בחיי לא הוו מייתי ר' ירמיה בשם ר' חנינא מעשה בא לפני ר' ואמר מאן דנשאת נשאת מאן דלא נשאת לא תנשא אמר ר' איבו בר נגרי בשעת מלחמה הוות הדא אמרה שעד אחד נאמן בשעת מלחמה ע""כ.","[פלורסהיים ג (א), ע' קיג]",1250,52,756_00240438
31331,yevamot,1032,1,עד,1033,32,מלחמה.,"חי' הרשב""א - יבמות","קטו ע""א, עמ' תרכ","[וגרסינן בירושלמי] עד אחד מהו שיהא נאמן בשעת מלחמה נשמענה מן הדא חד בר נש אתא ביומיה דרבי אמרין ליה ההוא פלן אמר לון מית ההוא פלן אמר לון מית אמרי ליה וכלהו מייתי אמר לון ואלו הוו בחיין לא הוו מיתין רבי נחמיה בשם רבי חנניא מעשה בא לפני רבי ואמר מאן דנשאת נשאת מאן דלא נשאת לא תנשא אמר ר' אייבו בר נגרי בשעת מלחמה הוא הדא אמרה שעד אחד מהימן בשעת מלחמה [ע""כ בירושלמי]",,1275,81,528_00271294
22641,yevamot,1032,1,עד,1033,32,מלחמה.,זכרון יהודה ,"סימן צב דף מט ע""א","אבל רוב אדם במלחמה אינן נהרגין הילכך מוקמינן לי' מספיקא אחזקתו חזקת חי ואם נשאת תצא מיהו בירושלמא שרי לי' בדיעבד...  ירושלמא עד א' מהו שיהא נאמן נשמעינה מן הדא חד בר נש אתא ביומוי דר' אמרינן הן ההוא פלן אמר לון מית אמרי לי' הן ההוא פלן אמר לון מית א""ל וכולן מתים אמר לון אילו הוו בחיין לא הוו מתיין ר' חנינא בשום ר' חנינא מעשה בא לפני רב [ואמר] מאן דנשאת נשאת ומאן דלא נשאת לא תנשא אמר ר' איבו בר נגרא בשעת מלחמה היתה הדא אמרה שעד א' נאמן במלחמה... א""נ נאמר דברישא היתה מלחמה בצפון ובאת מן הדרום והיא אמרה מן הצפון סבורה להתיר עצמה... היא אומרת על מיטתו מת ואינו אלא במלחמה סבורה להתיר עצמה פי' משנה בדבורה כדי שלא יאריכו אמרה בדדמי וכמדומה דבעי למימר בכל ענין שנודע לנו שבאת ממקום שלום",,1150,7,124_91187
,yevamot,1032,1,עד,1033,32,מלחמה.,ראבי”ה,"סי’ תתק ד""ה ואם יבא","ואון לי מצאתי בירושלמי, עד אחד במלחמה מהו שיהיה נאמן, נשמעינה מן הדא, חד בר נש אתא ביומוי דר' אמר ההוא פלן אמרה לן מיית ההוא פלן אמרי' ליה מיתי, א""ל וכולהון מתים אמר לון אילין הון בחיים לא הוו מתים, פי' וכי לא היו באים תרגום לבא למיתי, ר' חנינ' בש""ר חנינ' מעשה בא לפני ר' ואמרה מאן דניסת ניסים ומאן דלא ניסית לא תנשו, ר' אייבו ב""ר עדי בשעת מלחמה היתה הדה אמרה שעד אחד נאמן בשעת מלחמה. פירוש לעניין שאם ניסית לא תצא. ושפיר הוה נר' למיגר' שאין עד אחד נאמן בשעת מלחמה, פי' דלא תינסי לכתחילה והיא היא",,#N/A,,
17405,yevamot,1032,11,חד,1033,32,מלחמה.,בית הבחירה,"יבמות, עמ' 449",ואף בתלמוד המערב אמרו חד בר נש אתא ביומוי דר' אמרין מה ההוא פלן אמר לון מית וההוא פלן אמר לון מית אמרין ליה וכולהון מיתין אמר לון ואלו הוו בחיין לא הוו מיתי ואמר ר' מאן דנשאת נשאת מאן דלא נשאת לא תנשא אמר ר' איבו שעת מלחמה היתה הדה אמרה עד אחד נאמן בשעת מלחמה והרי זו אין בה קברתיו ואמרו נאמן אלא שחששו אחר כן על מה שאמר אלו הוו בחיין מי לא הוו מיתי שמא טעה לומר כן בדומה הא כל שאין לחוש נאמן בלא קברתיו,,1375,83,891_210598
